folio,efectivo,tarjeta,total,facturado
5762,120.0,0.0,120.0,False
5781,120.0,0.0,120.0,False
5783,704.0,0.0,704.0,False
5791,437.0,0.0,437.0,False
5800,256.0,0.0,256.0,False
5822,148.0,0.0,148.0,False
5849,265.0,0.0,265.0,False
5871,282.0,0.0,282.0,False
5890,364.0,0.0,364.0,False
5942,492.0,0.0,492.0,False
