folio,efectivo,tarjeta,total,facturado
5914,80.0,0.0,80.0,False
5910,0.0,760.1,691.0,True
5911,40.0,0.0,40.0,False
5915,0.0,369.6,336.0,True
5912,80.0,0.0,80.0,False
5913,0.0,368.5,335.0,True
5916,72.0,0.0,72.0,False
5917,80.0,0.0,80.0,False
5918,40.0,0.0,40.0,False
5919,40.0,0.0,40.0,False
5921,80.0,0.0,80.0,False
5923,0.0,218.0,218.0,True
5920,40.0,0.0,40.0,False
5922,0.0,199.1,181.0,True
5924,40.0,0.0,40.0,False
5925,40.0,0.0,40.0,False
5926,80.0,0.0,80.0,False
5927,0.0,366.3,333.0,True
5928,0.0,290.0,290.0,True
5929,80.0,0.0,80.0,False
5930,40.0,0.0,40.0,False
5931,45.0,0.0,45.0,False
5932,67.0,0.0,67.0,False
5933,40.0,0.0,40.0,False
5934,0.0,247.5,225.0,True
5935,614.0,154.0,754.0,True
5936,453.0,576.4,977.0,True
5937,0.0,280.5,255.0,True
5941,110.0,0.0,110.0,False
